,query,carb
2468,A cup of lean ribeye steak is my current meal.,0.0
2469,A 16 fluid ounce sugar-free NOS energy drink is what I'm consuming.,4.944
2470,Enjoying three gluten-free vanilla sandwich cookies from Sage Valley as a snack.,31.6272
2471,"A cup filled with fish and assorted vegetables, not including carrots, broccoli, or dark green leafy vegetables, and free of potatoes and tomato-based sauce.",14.112
2472,A piece of chocolate candy with a coconut filling.,4.5608
2473,A quart of fluid milk mixed with hydrogenated vegetable oils.,46.2624
2474,"A large burrito filled with chicken, rice, and cheese.",93.159
2475,Consuming a half cup of CAMPBELL'S condensed Chicken Noodle Soup.,7.3431
2476,"A cup of Arroz con habichuelas colorados, featuring rice and red beans, enjoyed from a Latino restaurant.",37.2718
2477,A cup filled with ground English walnuts.,10.968
2478,Dinner consists of a whole cod fish.,49.224
2479,Enjoying a snack of three gluten-free lemon wafer cookies.,22.317
2480,Preparing a 4-ounce boneless chuck roast that is lean and has been trimmed of fat.,0.4407
2481,A large ready-to-eat soft pretzel that has been flavored or coated.,98.3698
2482,"For dinner, I am enjoying a cup of CRACKER BARREL macaroni and cheese.",23.2589
2483,"For my meal, I am consuming 1 ounce of ground ham.",0.098
2484,A cheese-only Gordita served in a cup as a snack.,26.748
2485,"For breakfast, I am enjoying an omelet filled with cheese, meat, and assorted vegetables.",1.7325
2486,"For dinner, I am preparing a raw boneless shoulder pot roast steak that has been trimmed of all fat.",0.0
2487,"For dinner, I am enjoying a reduced fat pork sausage served in a bun.",0.1125
2488,"Enjoying a crispy bar filled with peanut butter, weighing 1.5 ounces.",23.3226
2489,A cup filled with raw casaba melon cubes is my snack.,11.186
2490,Consuming 2 tablespoons of frosting with a cream cheese flavor that is ready to eat.,16.1568
2491,"A 9-ounce package of frozen cottage-cut French fries, oven-cooked and without any added salt.",67.3794
2492,Enjoying a slice of red velvet cake as my dessert.,108.72
2493,A cup of baked beans purchased from a fast food restaurant.,60.554
2494,A cup of tart cherry juice is what I'm drinking.,36.853
2495,I am enjoying a slice of frozen mango.,3.745
2496,Preparing a single piece of skinless and boneless chicken breast for dinner.,0.0
2497,"For breakfast, I am enjoying a sandwich made with large egg whites.",42.175
2498,Enjoying a 1-ounce serving of cherry pie from a commercial source.,11.2833
2499,"A bone-in roast shank of cured ham, featuring both lean and fatty parts, that has been heated and roasted.",17.92
2500,A single frozen HUNGRY MAN Salisbury steak topped with gravy.,4.4544
2501,A low-fat pork steak measuring one cubic inch.,0.0
2502,"A cup of white rice combined with carrots, dark green veggies, and tomatoes, enhanced with a small amount of fat.",36.722
2503,"For a light meal, I'm enjoying a cup of chicken broth with reduced sodium.",0.912
2504,"For breakfast, I enjoyed a bowl of WEETABIX whole grain cereal.",46.455
2505,Enjoying a single piece of marshmallow candy.,6.504
2506,An individual serving of graham cracker sandwiches with a sweet filling.,32.445
2507,A cup of enriched penne pasta that has been cooked and seasoned with salt.,32.7313
2508,"For dinner, I am enjoying a cup of grilled mackerel.",0.0
2509,Enjoying an ounce of brick cheese.,0.7909649999999999
2510,"For a snack, I'm enjoying a cup of butterscotch coating chips.",114.07
2511,A two-layer white cake prepared using a recipe that does not include frosting.,507.364
2512,A cup of boiled royal red kidney beans seasoned with salt.,38.6745
2513,Enjoying a 1.25-ounce CARAMELLO Candy Bar as a special snack.,22.3335
2514,"For dinner, I'm enjoying a quiche measuring 9 inches, packed with meat, poultry, or fish.",181.4016
2515,A hard multigrain pretzel rod is my snack.,8.008
2516,"I am enjoying a thin crust pizza topped with extra cheese, cut into one square inch.",1.4256
2517,"For breakfast, I am consuming a single breakfast-sized link of reduced fat pork sausage.",0.03
2518,"For dinner, I am enjoying a cup of grilled chicken that has been cooked and diced, accompanied by sauce.",12.0615
2519,A single serving bag filled with M&M's Peanut Chocolate Candies.,32.6592
2520,"For dinner, I am having one ounce of both lean and fatty strip steak.",0.0
2521,A cup filled with baked butternut squash cubes prepared without any salt.,21.5045
2522,"For dinner, I will enjoy 3 ounces of roasted Australian lamb tenderloin.",0.0
2523,Enjoying a cup of cream of chicken soup prepared from a dry mix with water.,13.3371
2524,Enjoying a regular cupcake topped with chocolate icing and made with a white cake mix.,38.925
2525,A cup of thawed frozen blackberries is my snack.,23.6617
2526,"For dinner, I'm enjoying 3 ounces of boiled New Zealand beef kidney.",0.0
2527,A small container filled with canned mango for a snack.,18.3286
2528,A cup of fresh broccoli sautéed in butter is on my dinner plate.,10.128
2529,Enjoying a fried fruit pie that weighs 1 ounce.,12.0771
2530,I possess 3 ounces of raw haddock.,0.0
2531,A cup of shrimp soup made creamy with milk.,13.9872
2532,"A large baked potato, skin included, topped with butter.",89.0445
2533,A large slice of Italian bread that has been toasted.,20.6193
2534,"For dinner, I will be enjoying a braised center rib pork chop that has been cooked.",0.0
2535,A toasted blueberry muffin is being enjoyed for breakfast.,17.576999999999998
2536,Enjoying a tablespoon of layered dip.,0.9795
2537,Dinner consists of a small grilled pompano fillet.,0.0
2538,Dinner consists of a small fillet of white fish.,0.009
2539,Enjoying a slice of thick crust whole wheat pizza topped with meat.,48.9462
2540,Dinner consists of a cup of chicken and noodles topped with cheese sauce.,30.3744
2541,A medium slice of soy bread that has been toasted.,10.142
2542,"For breakfast, I am enjoying a single hash brown patty.",15.3064
2543,Enjoying a chocolate-covered ice cream cone topped with nuts and various flavors.,33.0048
2544,"For dinner, I am enjoying a cup of plantains sautéed in butter.",52.496
2545,A heated and pan-broiled slice of cured ham weighing 3 ounces.,1.309
2546,"For dinner, I will be enjoying half of a cooked boneless and skinless White Pekin duck breast.",0.0
2547,"A grilled chicken drumstick, served without sauce, and the skin has been consumed.",0.0
2548,"For breakfast, I am enjoying an omelet filled with meat and tomatoes.",1.406
2549,Enjoying a packet of hot chocolate prepared with dry mix and low-fat milk.,32.916
2550,Enjoying a package of TWIX Peanut Butter Cookie Bars containing two bars.,29.2356
2551,Enjoying a snack of 22 plain salted potato chips.,15.0724
2552,"A serving of steamed mixed species white fish, weighing one ounce.",0.0
2553,A tablespoon of whipped dessert topping is being added to my dessert.,0.6428
2554,"For breakfast, I enjoyed a small slice of toasted whole wheat bread topped with raisins.",20.4336
2555,"For dinner, I enjoyed a cup of pork hash.",3.667
2556,"A pork chop weighing 1 ounce, cooked without any visible fat.",0.0
2557,Enjoying a decaffeinated nonfat cappuccino served in a 1 fluid ounce portion.,0.8310000000000001
2558,"Enjoying a 3-ounce portion of grilled boneless ribeye steak, trimmed to have no fat.",0.0
2559,"Enjoying a 3-ounce portion of broiled porterhouse steak, trimmed to zero fat.",0.0
2560,"For dinner, I'm enjoying a cup of pot pie that contains no meat.",55.78
2561,"A 3-ounce portion of cooked rib eye roast, boneless and with 1/8 inch of fat trimmed.",0.0
2562,Consuming 3 ounces of extra lean cured ham straight from the can.,0.0
2563,"Enjoying a frozen mocha coffee beverage, 1 fluid ounce, prepared with non-dairy milk.",4.0052
2564,"A cooked Australian lamb hindshank, featuring the heel and trimmed to an eighth of an inch of fat.",0.0
2565,A cup of blue cheese dressing is being enjoyed.,11.6865
2566,Enjoying two coconut macaroon cookies for a snack.,22.0392
2567,A cup of cooked lentils prepared from dried lentils without any added fat.,36.018
2568,Enjoying a jar of junior fruit baby food made with applesauce and banana.,27.472
2569,A small piece of garlic bread garnished with parmesan cheese from a fast food outlet.,16.0134
2570,"For lunch, I am enjoying a cup of extra lean, roasted boneless ham.",0.7000000000000001
2571,"For fluid replacement, I'm consuming 1 fluid ounce of 5% glucose dissolved in water.",0.036
2572,"A serving of instant banana pudding dry mix combined with oil, yielding approximately half a cup.",22.25
2573,Enjoying a lemon-flavored cupcake as my dessert.,46.71
2574,Dinner consists of 4 ounces of raw beef thymus.,0.0
2575,A small slice of thin crust pizza that is gluten-free and topped with meat.,18.8168
2576,Enjoying a half cup of vanilla ice cream.,15.576
2577,A cup of raw soursop pulp is being enjoyed as a snack.,37.89
2578,Enjoying a cup of Italian salad dressing with reduced calories.,14.472
2579,Enjoying a flavored gluten-free pretzel that is hard in texture.,1.00997
2580,A large slice of toasted multigrain bread that contains raisins.,17.0214
2581,Utilizing a packet of light honey mustard dressing.,8.478
2582,"A shot of coffee liqueur with cream, measuring 1 fluid ounce.",6.4999
2583,Enjoying a slice of American cheese that is pasteurized and does not contain added vitamin D.,1.036
2584,"A cup of canned fruit punch beverage consumed, lacking any added nutrients.",29.6856
2585,I am having a cubic inch of fried perch.,1.9924
2586,"A package of cheese spread, lower in fat, made from American or Cheddar cheese.",60.6186
2587,One boiled burdock root that has been drained and contains no salt.,35.109
2588,"A small smoothie made with fruits, vegetables, and dairy.",68.796
2589,A tablespoon of tofu-based mayonnaise is being utilized.,0.459
2590,"Preparing a steak using a boneless shoulder pot roast, with all fat trimmed off.",0.0
2591,"A cup of tilapia, either baked or broiled, with a coating.",10.5165
2592,A piece of pork jerky measuring approximately 4.5 inches in length.,0.55
2593,Enjoying a soft pretzel garnished with meat as a snack.,78.4392
2594,A soft pretzel is my choice of snack.,83.256
2595,"For dinner, I will be eating 3 ounces of cooked ground pork.",0.0
2596,"A spice stick of gumdrops, which are chewy jelly candies made from starch.",9.3955
2597,Enjoying a single serving of chocolate pudding prepared from a low-calorie dry mix.,7.36758
2598,Using one teaspoon of clear industrial soy oil for frying.,0.0
2599,"For breakfast, I'm enjoying a 3-ounce link of pan-fried reduced fat pork sausage.",0.1275
2600,"A jar of baby food juice containing orange, apple, and banana.",14.605
2601,"I possess 1 ounce of imported frozen lamb from New Zealand, consisting of a combination of trimmed cuts and some fat, all in raw form.",0.0
2602,"For dinner, I am enjoying a cup of creamy macaroni and cheese mixed with tuna.",39.744
2603,Enjoying a single cooked and roasted bone-in pork loin back rib that is lean.,0.0
2604,"A can of chickpeas, sometimes referred to as garbanzo beans or Bengal gram, containing both the solids and the liquid.",60.4352
2605,Dinner consists of a floweret of fresh cauliflower sautéed in butter.,0.6526000000000001
2606,"For lunch, I am enjoying a Filet-O-Fish sandwich from McDonald's.",35.3626
2607,A large piece of thick crust gluten-free pizza adorned with cheese and vegetables.,39.8128
2608,A cubic inch of sausage made from pork and beef.,0.432
2609,"For lunch, I have a jar of strained green bean baby food weighing 2.5 ounces.",4.4659
2610,Enjoying a cup of wonton crackers for a snack.,25.95
2611,Consuming 3 ounces of canned chicken accompanied by broth.,0.0
2612,Using a teaspoon of partially hydrogenated soy oil primarily for seasoning vegetables and making popcorn.,0.0
2613,One piece of braised boneless beef short ribs is on my plate.,0.0
2614,"A cup filled with a fresh fruit salad featuring citrus fruits, served without dressing.",19.92
2615,A regular sandwich cookie filled with peanut butter.,9.184
2616,I added a teaspoon of saffron to my cooking.,0.45759
2617,A meal consisting of 1 ounce of grilled chicken topped with sauce.,2.072385
2618,A serving of three-quarters of a cup of whole wheat hot cereal made with water and a pinch of salt.,24.934
2619,A cup of Asian stir fry vegetables with added fat.,12.4872
2620,"For my meal, I have 3 ounces of blue mussels that were cooked using moist heat.",6.2815
2621,Dinner consists of a cup of ostrich meat.,0.0
2622,"A medium roasted potato prepared with margarine, with the skin removed.",34.816
2623,I heated 3 ounces of barbecue-glazed chicken wings in the microwave.,3.264
2624,"A broiled beef patty weighing 3 ounces, made from 95% lean ground beef.",0.0
2625,"A 3-ounce cooked porterhouse steak, prepared in a broiled and lean style.",0.0
2626,Enjoying a slice of sponge cake as my dessert.,39.65
2627,Enjoying 5 European canned anchovies after draining the oil.,0.0
2628,"For a snack, I have a cup of reduced sodium butter crackers.",34.3
2629,One fluid ounce of ready-to-feed Similac Alimentum infant formula is being given to my baby.,2.06485
2630,"Enjoying a spiral slice of boneless cured ham, weighing 3 ounces and served with natural juices.",1.003
2631,A small raw spring onion measuring approximately 3 inches in length.,0.367
2632,"I possess a pound of fresh Australian lamb, featuring lean trimmed retail cuts with 1/8 inch of fat, in its raw state.",0.0
